index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
3470,Erin Mills Lodge Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,2132,dundas street w,L5K 2K7,Mississauga,ON,,Mississauga,3521005.0,35.0,43.53474615,-79.66736096,2
3472,Errinrung Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,67,bruce street s,N0H 2P0,The Blue Mountains,ON,,The Blue Mountains,3542045.0,35.0,44.55940799,-80.45518861,2
3473,Espanola & Area Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,801,mckinnon drive,P5E 1T2,Espanola,ON,,Espanola,3552026.0,35.0,46.2500864,-81.78323771,2
3474,Espanola General Hospital,general,Hospitals,Public Health Agency of Canada,825,mckinnon dr,P5E 1R4,Espanola,ON,825 mckinnon dr. espanola on p5e 1r4,Espanola,3552026.0,35.0,46.248452,-81.78083199999999,2
3477,Essex Community Services,community support service,Ambulatory health care services,Province of Ontario,35,victoria avenue,N8M 1M4,Essex,ON,,Essex,3537016.0,35.0,42.17463046,-82.82524143,2
3479,Essex Retirees Social Club,community support service,Ambulatory health care services,Province of Ontario,32,russell street,N8M 1G3,Essex,ON,,Essex,3537016.0,35.0,42.17301396,-82.82365463,2
348,30th Street Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1201,30 st ne,V1E 2B6,Salmon Arm,BC,1201 30 st ne salmon arm bc v1e 2b6,Salmon Arm,5939032.0,59.0,50.708592,-119.2511272,1
3480,Estherville Manor,retirement home,Nursing and residential care facilities,Province of Ontario,10606,mclaughlin road n,L7A 0C9,Brampton,ON,,Brampton,3521010.0,35.0,43.69601307,-79.79769042,2
3481,Etobicoke Medical Centre Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,400,the east mall,M9B 3Z9,Toronto,ON,,Toronto,3520005.0,35.0,43.64655638,-79.56056694,2
3482,Etobicoke Service for Seniors,community support service,Ambulatory health care services,Province of Ontario,2245,lawrence avenue w,M9P 3W3,Toronto,ON,,Toronto,3520005.0,35.0,43.69710409,-79.52690243,2
3484,Evans House,retirement home,Nursing and residential care facilities,Province of Ontario,63,evans avenue,M8Z 1H4,Toronto,ON,,Toronto,3520005.0,35.0,43.62017967,-79.50327902,2
3485,Evergreen Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,820,scollard court,L5V 0A1,Mississauga,ON,,Mississauga,3521005.0,35.0,43.59259706,-79.67056277,2
3486,Exeter Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,155,john street e,N0M 1S1,Exeter,ON,,South Huron,3540005.0,35.0,43.34653763,-81.47441712,2
3487,Extendicare Bayview,long-term care home,Nursing and residential care facilities,Province of Ontario,550,cummer avenue,M2K 2M2,Toronto,ON,,Toronto,3520005.0,35.0,43.79341251,-79.3906724,2
3488,Extendicare Brampton,long-term care home,Nursing and residential care facilities,Province of Ontario,7891,mclaughlin road,L6Y 5H8,Brampton,ON,,Brampton,3521010.0,35.0,43.65536347,-79.7356338,2
3489,Extendicare Cobourg,long-term care home,Nursing and residential care facilities,Province of Ontario,130,new densmore road,K9A 5W2,Cobourg,ON,,Cobourg,3514021.0,35.0,43.9837753,-78.17209322,2
349,3381 Worthington,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3381,worthington dr,V5M 3X8,Vancouver,BC,3381 worthington dr vancouver bc v5m 3x8,Vancouver,5915022.0,59.0,49.2551157,-123.0327623,1
3490,Extendicare Falconbridge,long-term care home,Nursing and residential care facilities,Province of Ontario,281,falconbridge road,P3A 5K4,Sudbury,ON,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.50713379,-80.93753367,2
3491,Extendicare Guildwood,long-term care home,Nursing and residential care facilities,Province of Ontario,60,guildwood parkway,M1E 1N9,Toronto,ON,,Toronto,3520005.0,35.0,43.74686311,-79.20313123,2
3492,Extendicare Haliburton,long-term care home,Nursing and residential care facilities,Province of Ontario,167,park street,K0M 1S0,Haliburton,ON,,Dysart et al,3546024.0,35.0,45.051712,-78.502471,2
3493,Extendicare Halton Hills,long-term care home,Nursing and residential care facilities,Province of Ontario,9,lindsay court,L7G 6G9,Halton Hills,ON,,Halton Hills,3524015.0,35.0,43.64922616,-79.94812796,2
3494,Extendicare Hamilton,long-term care home,Nursing and residential care facilities,Province of Ontario,90,chedmac drive,L9C 7S6,Hamilton,ON,,Hamilton,3525005.0,35.0,43.23730029,-79.92136612,2
3495,Extendicare Kapuskasing,long-term care home,Nursing and residential care facilities,Province of Ontario,45,ontario street,P5N 2Y5,Kapuskasing,ON,,Kapuskasing,3556066.0,35.0,49.41769224,-82.41017831,2
3496,Extendicare Kawartha Lakes,long-term care home,Nursing and residential care facilities,Province of Ontario,125,colborne street e,K9V 6J2,Kawartha Lakes,ON,,Kawartha Lakes,3516010.0,35.0,44.36383334,-78.72369584,2
3497,Extendicare Kingston,long-term care home,Nursing and residential care facilities,Province of Ontario,309,queen mary road,K7M 6P4,Kingston,ON,,Kingston,3510010.0,35.0,44.23934601,-76.53531092,2
3498,Extendicare Kirkland Lake,long-term care home,Nursing and residential care facilities,Province of Ontario,155,government road e,P2N 3P4,Kirkland Lake,ON,,Kirkland Lake,3554068.0,35.0,48.15597609,-80.02268375,2
3499,Extendicare Lakefield,long-term care home,Nursing and residential care facilities,Province of Ontario,19,fraser street,K0L 2H0,Harcourt,ON,,Selwyn,3515015.0,35.0,44.42419477,-78.28153509999999,2
350,35th Avenue Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,902,35 ave,V1T 2R3,Vernon,BC,902 35 ave vernon bc v1t 2r3,Vernon,5937014.0,59.0,50.266467600000006,-119.2434272,1
3500,Extendicare Laurier Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,1715,montreal road,K1J 6N4,Ottawa,ON,,Ottawa,3506008.0,35.0,45.44640676,-75.61084101,2
3501,Extendicare London,long-term care home,Nursing and residential care facilities,Province of Ontario,860,waterloo street,N6A 3W6,London,ON,,London,3539036.0,35.0,43.00042548,-81.24860602,2
3502,Extendicare Maple View of Sault Ste. Marie,long-term care home,Nursing and residential care facilities,Province of Ontario,650,northern avenue,P6B 4J3,Sault Ste Marie,ON,,Sault Ste. Marie,3557061.0,35.0,46.5350635,-84.30335325,2
3503,Extendicare Medex,long-term care home,Nursing and residential care facilities,Province of Ontario,1865,baseline road,K2C 3K6,Ottawa,ON,,Ottawa,3506008.0,35.0,45.35435184,-75.75821985,2
3504,Extendicare Mississauga,long-term care home,Nursing and residential care facilities,Province of Ontario,855,john watt boulevard,L5W 1G2,Mississauga,ON,,Mississauga,3521005.0,35.0,43.63238897,-79.72791359,2
3505,Extendicare New Orchard Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,99,new orchard avenue,K2B 5E6,Ottawa,ON,,Ottawa,3506008.0,35.0,45.37526254,-75.77907516,2
3506,Extendicare Oshawa,long-term care home,Nursing and residential care facilities,Province of Ontario,82,park road n,L1J 4L1,Oshawa,ON,,Oshawa,3518013.0,35.0,43.89733765,-78.87514724,2
3507,Extendicare Peterborough,long-term care home,Nursing and residential care facilities,Province of Ontario,860,alexander court,K9J 6B4,Peterborough,ON,,Peterborough,3515014.0,35.0,44.29856245,-78.34564511,2
3508,Extendicare Port Hope,long-term care home,Nursing and residential care facilities,Province of Ontario,360,croft street,L1A 4K8,Port Hope,ON,,Port Hope,3514020.0,35.0,43.96724219,-78.28414406,2
3509,Extendicare Port Stanley,long-term care home,Nursing and residential care facilities,Province of Ontario,4551,east road,N5L 1J6,Port Stanley,ON,,Central Elgin,3534020.0,35.0,42.67066023,-81.20881357,2
351,38th Avenue Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,461,e 38 ave,V5W 1H8,Vancouver,BC,461 e 38th ave vancouver bc v5w 1h8,Vancouver,5915022.0,59.0,49.2364595,-123.0949445,1
3510,Extendicare Rouge Valley,long-term care home,Nursing and residential care facilities,Province of Ontario,551,conlins road,M1B 5S1,Toronto,ON,,Toronto,3520005.0,35.0,43.80332132,-79.18867764,2
3511,Extendicare Scarborough,long-term care home,Nursing and residential care facilities,Province of Ontario,3830,lawrence avenue e,M1G 1R6,Toronto,ON,,Toronto,3520005.0,35.0,43.76375641,-79.21012454,2
3512,Extendicare Southwood Lakes,long-term care home,Nursing and residential care facilities,Province of Ontario,1255,north talbot road,N9G 3A4,Windsor,ON,,Windsor,3537039.0,35.0,42.24130106,-82.97743668,2
3513,Extendicare St. Catharines,long-term care home,Nursing and residential care facilities,Province of Ontario,283,pelham road,L2S 1X7,St Catharines,ON,,St. Catharines,3526053.0,35.0,43.1300249,-79.2583408,2
3514,Extendicare Starwood,long-term care home,Nursing and residential care facilities,Province of Ontario,114,starwood road,K2G 3N5,Ottawa,ON,,Ottawa,3506008.0,35.0,45.35366004,-75.75058715,2
3515,Extendicare Tecumseh,long-term care home,Nursing and residential care facilities,Province of Ontario,2475,st alphonse street,N8N 2X2,Tecumseh,ON,,Tecumseh,3537048.0,35.0,42.28214117,-82.88283156,2
3516,Extendicare Timmins,long-term care home,Nursing and residential care facilities,Province of Ontario,62,st-jean avenue,P4R 0A6,Timmins,ON,,Timmins,3556027.0,35.0,48.47746467,-81.37922804,2
3517,Extendicare Tri-Town,long-term care home,Nursing and residential care facilities,Province of Ontario,143,bruce street,P0J 1K0,Temiskaming Shores,ON,,Temiskaming Shores,3554020.0,35.0,47.4407208,-79.63014404,2
3518,Extendicare Van Daele,long-term care home,Nursing and residential care facilities,Province of Ontario,39,van daele street,P6B 4V3,Sault Ste Marie,ON,,Sault Ste. Marie,3557061.0,35.0,46.5295084,-84.32443156,2
3519,Extendicare West End Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,2179,elmira drive,K2C 3S1,Ottawa,ON,,Ottawa,3506008.0,35.0,45.35438354,-75.77592346,2
352,47th Avenue Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1759,e 47 ave,V5P 1P6,Vancouver,BC,1759 e 47th ave vancouver bc v5p 1p6,Vancouver,5915022.0,59.0,49.2279307,-123.070041,1
3520,Extendicare York,long-term care home,Nursing and residential care facilities,Province of Ontario,333,york street,P3E 5J3,Sudbury,ON,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.47514368,-81.00771419,2
3523,f. j. Davey Home,long-term care home,Nursing and residential care facilities,Province of Ontario,733,third line e,P6A 7C1,Sault Ste Marie,ON,,Sault Ste. Marie,3557061.0,35.0,46.552122100000005,-84.3119845,2
3524,Fairfield Manor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,17,lombardo drive,K2L 4E8,Ottawa,ON,,Ottawa,3506008.0,35.0,45.30090253,-75.88533859,2
3525,Fairfield Park,long-term care home,Nursing and residential care facilities,Province of Ontario,1934,dufferin avenue,N8A 4M2,Chatham-Kent,ON,,Chatham-Kent,3536020.0,35.0,42.59425785,-82.41318124,2
3526,Fairfield Residence,retirement home,Nursing and residential care facilities,Province of Ontario,10,fairfield avenue,M8V 2H9,Toronto,ON,,Toronto,3520005.0,35.0,43.59791447,-79.52347352,2
3527,Fairhaven,long-term care home,Nursing and residential care facilities,Province of Ontario,881,dutton road,K9H 7S4,Peterborough,ON,,Peterborough,3515014.0,35.0,44.32761635,-78.3181676,2
3529,Fairmount Home for the Aged,long-term care home,Nursing and residential care facilities,Province of Ontario,2069,battersea road,K0H 1S0,Kingston,ON,,Kingston,3510010.0,35.0,44.31346333,-76.4650418,2
353,4th Street Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2304,4 st n,V1C 5V9,Cranbrook,BC,2304 4 st n cranbrook bc v1c 5v9,Cranbrook,5901022.0,59.0,49.5156951,-115.7487471,1
3530,Fairvern Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,14,mill street,P1H 2A4,Huntsville,ON,,Huntsville,3544042.0,35.0,45.32656618,-79.21252868,2
3531,Fairview Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,632,dundas street w,L1N 5S3,Whitby,ON,,Whitby,3518009.0,35.0,43.87912064,-78.95110927,2
3532,Fairview Lodge (the Regional Municipality of Durham),community support service,Nursing and residential care facilities,Province of Ontario,605,rossland road e,L1N 6A3,Whitby,ON,,Whitby,3518009.0,35.0,43.89862715,-78.94031826,2
3533,Fairview Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,75,spring street,K0A 1A0,Mississippi Mills,ON,,Mississippi Mills,3509030.0,35.0,45.2287855,-76.18998128,2
3534,Fairview Mennonite Home,long-term care home,Nursing and residential care facilities,Province of Ontario,515,langs drive,N3H 5E4,Cambridge,ON,,Cambridge,3530010.0,35.0,43.3985564,-80.34314607,2
3537,Fairview Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,14,cross street,M6J 1S8,Toronto,ON,,Toronto,3520005.0,35.0,43.64812078,-79.4285026,2
3538,Fairview Suites Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,799,concession road,N3H 4L1,Cambridge,ON,,Cambridge,3530010.0,35.0,43.3987288,-80.34534257,2
3539,Faith Manor Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,7900,mclaughlin road s,L6Y 5A7,Brampton,ON,,Brampton,3521010.0,35.0,43.65401717,-79.74139890000001,2
354,58th Avenue Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,29172,58 ave,V4X 2G1,Abbotsford,BC,29172 58th ave abbotsford bc v4x 2g1,Abbotsford,5909052.0,59.0,49.107193,-122.415845,1
3540,Faith Place,community support service,Nursing and residential care facilities,Province of Ontario,44,william street w,L1G 1J9,Oshawa,ON,,Oshawa,3518013.0,35.0,43.89998245,-78.86653234,2
3541,Family Association for Mental Health Everywhere (Fame),mental health and addiction organization,Ambulatory health care services,Province of Ontario,7700,hurontario street,L6Y 4M3,Brampton,ON,,Brampton,3521010.0,35.0,43.65860057,-79.72630969,2
3542,Family Counselling and Support Services for Guelph-Wellington,mental health and addiction organization,Ambulatory health care services,Province of Ontario,109,surrey street e,N1H 3P7,Guelph,ON,,Guelph,3523008.0,35.0,43.54428713,-80.24364695,2
3543,Family Counselling Centre,community support service,Ambulatory health care services,Province of Ontario,1086,modeland road,N7S 6L2,Sarnia,ON,,Sarnia,3538030.0,35.0,42.97647492,-82.34127865,2
3544,Family Counselling Service Volunteers & Information,community support service,Ambulatory health care services,Province of Ontario,540,george street n,K9H 3S2,Peterborough,ON,,Peterborough,3515014.0,35.0,44.31021695,-78.32037940000001,2
3545,Family First Fht,family health team - contract,Ambulatory health care services,Province of Ontario,4270,innes road,L4A 5E6,Ottawa,ON,,Ottawa,3506008.0,35.0,45.45712527,-75.49522137,2
3546,Family Service Kent,community support service,Ambulatory health care services,Province of Ontario,50,adelaide street s,N7M 6K7,Chatham-Kent,ON,,Chatham-Kent,3536020.0,35.0,42.40436573,-82.17965245,2
3547,Family Service Thames Valley,mental health and addiction organization,Ambulatory health care services,Province of Ontario,125,woodward avenue,N6H 2H1,London,ON,,London,3539036.0,35.0,42.98807948,-81.26880582,2
3548,Family Service Toronto,senior active living centre,Nursing and residential care facilities,Province of Ontario,355,church street,M5B 1Z8,Toronto,ON,,Toronto,3520005.0,35.0,43.66039509,-79.37858618,2
3549,Family Services Perth-Huron,community support service,Ambulatory health care services,Province of Ontario,142,waterloo street s,N5A 4B4,Stratford,ON,,Stratford,3531011.0,35.0,43.36884386,-80.98016086,2
355,5960 Angus Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5960,angus pl,V3S 4W7,Surrey,BC,5960 angus pl surrey bc v3s 4w7,Surrey,5915004.0,59.0,49.110777,-122.747127,1
3550,Family Services Windsor-Essex,community support service,Ambulatory health care services,Province of Ontario,1770,langlois avenue,N8X 4M5,Windsor,ON,,Windsor,3537039.0,35.0,42.30016487,-83.0098548,2
3551,FAMILY SERVICES À LA FAMILLE OTTAWA,mental health and addiction organization,Ambulatory health care services,Province of Ontario,312,parkdale avenue,K1Y 4X5,Ottawa,ON,,Ottawa,3506008.0,35.0,45.40313215,-75.73068205,2
3552,Family Transition Place,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,20,bredin parkway,L9W 4Z9,Orangeville,ON,,Orangeville,3522014.0,35.0,43.9273918,-80.10041594,2
3553,Fenelon Court,long-term care home,Nursing and residential care facilities,Province of Ontario,44,wychwood crescent,K0M 1N0,Kawartha Lakes,ON,,Kawartha Lakes,3516010.0,35.0,44.52846487,-78.73121905,2
3554,Fergus Place,retirement home,Nursing and residential care facilities,Province of Ontario,164,fergus avenue,N2A 2H2,Kitchener,ON,,Kitchener,3530013.0,35.0,43.4358399,-80.43969659999999,2
3555,Fiddick's Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,437,first avenue,N0N 1R0,Petrolia,ON,,Petrolia,3538019.0,35.0,42.877897,-82.135951,2
3557,Fieldstone Commons Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,1000,ellesmere road,M1P 5G2,Toronto,ON,,Toronto,3520005.0,35.0,43.76728591,-79.27793126,2
3558,Fife House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,490,sherbourne street,M4X 1K9,Toronto,ON,,Toronto,3520005.0,35.0,43.66765829,-79.37508638,2
356,5984 - 191a Street,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5984,191a st,V3S 7N1,Surrey,BC,5984 191a st surrey bc v3s 7n1,Surrey,5915004.0,59.0,49.1106832,-122.691835,1
3560,Finlandia Hoivakoti Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,233,fourth avenue,P3B 4C3,Sudbury,ON,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.48424888,-80.92711026,2
3563,First Place Hamilton,retirement home,Nursing and residential care facilities,Province of Ontario,360,king street e,L8N 3Y2,Hamilton,ON,,Hamilton,3525005.0,35.0,43.25314089,-79.8584936,2
3564,Flemingdon Health Centre,children's treatment centre,Ambulatory health care services,Province of Ontario,10,gateway boulevard,M3C 3A1,Toronto,ON,,Toronto,3520005.0,35.0,43.70983,-79.33261657,2
3565,Flying Post First Nation,community support service,Ambulatory health care services,Province of Ontario,33,first street,P0T 2J0,Nipigon,ON,,Nipigon,3558044.0,35.0,49.010889,-88.263254,0
3566,Forest Heights,long-term care home,Nursing and residential care facilities,Province of Ontario,60,westheights drive,N2N 2A8,Kitchener,ON,,Kitchener,3530013.0,35.0,43.42864339,-80.52997973,2
3567,Forest Hill,long-term care home,Nursing and residential care facilities,Province of Ontario,6501,campeau drive,K2K 3E9,Ottawa,ON,,Ottawa,3506008.0,35.0,45.31439133,-75.9096673,2
3568,Forest Hill Place,retirement home,Nursing and residential care facilities,Province of Ontario,645,castlefield avenue,M5N 3A5,Toronto,ON,,Toronto,3520005.0,35.0,43.70622009,-79.42524909999999,2
3569,Forest Valley Terrace by Symphony,retirement home,Nursing and residential care facilities,Province of Ontario,1510,saint joseph boulevard,K1C 7L1,Ottawa,ON,,Ottawa,3506008.0,35.0,45.45881737,-75.5586327,2
357,6655a and 6655b Arlington Street,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6655,arlington st,V5S 3P1,Vancouver,BC,6655 arlington st vancouver bc v5s 3p1,Vancouver,5915022.0,59.0,49.222888,-123.029207,1
3571,Fort Frances Community Clinic Inc.,family health team - contract,Ambulatory health care services,Province of Ontario,301,victoria avenue,P9A 2C1,Fort Frances,ON,,Fort Frances,3559012.0,35.0,48.60819408,-93.39290826,0
3572,Fort Frances Tribal Area Health Services Inc.,mental health and addiction organization,Ambulatory health care services,Province of Ontario,1460,idylwild drive,P9A 3M3,Fort Frances,ON,,Agency 1,3559062.0,35.0,48.62753689,-93.36073115,0
3573,Fort William Family Health Team Inc.,family health team - contract,Ambulatory health care services,Province of Ontario,1260,golf links road,P7B 0A1,Thunder Bay,ON,,Thunder Bay,3558004.0,35.0,48.42360286,-89.27392277,0
3574,Fort William First Nation,community support service,Ambulatory health care services,Province of Ontario,300,anemki place,P7J 1H9,Fort William First Nation,ON,,Fort William 52,3558003.0,35.0,48.35463545,-89.26200206,0
3575,Forum Italia Community Services - Micba,community support service,Ambulatory health care services,Province of Ontario,155,forum drive,L4Z 3M9,Mississauga,ON,,Mississauga,3521005.0,35.0,43.61192657,-79.65063147,2
3576,Fosterbrooke,long-term care home,Nursing and residential care facilities,Province of Ontario,330,king street w,L1B 1G9,Toronto,ON,,Toronto,3520005.0,35.0,43.64665448,-79.39003029,2
3577,Fountain View Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,1800,oconnor drive,M4A 1W7,Toronto,ON,,Toronto,3520005.0,35.0,43.7205599,-79.30496586,2
3578,Four Counties Addiction Services Team Inc.,mental health and addiction organization,Ambulatory health care services,Province of Ontario,130,hunter street w,K9H 2K8,Peterborough,ON,,Peterborough,3515014.0,35.0,44.30605755,-78.3192866,2
3579,Four Counties Brain Injury Association,community support service,Ambulatory health care services,Province of Ontario,158,charlotte street,K9J 2T8,Peterborough,ON,,Peterborough,3515014.0,35.0,44.30357875,-78.3203241,2
358,6699 Arlington,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6699,arlington st,V5S 3P1,Vancouver,BC,6699 arlington st vancouver bc v5s 3p1,Vancouver,5915022.0,59.0,49.222641,-123.029465,1
3581,Four Counties Health Services Corporation,general,Hospitals,Public Health Agency of Canada,,rr 3,N0L 1Z0,Newbury,ON,r.r. 3 newbury on n0l 1z0,Newbury,3539002.0,35.0,42.683425,-81.78922299999999,2
3582,Four Elms Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,1500,steeles avenue w,L4J 4H6,Vaughan,ON,,Vaughan,3519028.0,35.0,43.7877523,-79.46946902,2
3583,Fox Ridge Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,389,west street,N3R 3V9,Brantford,ON,,Brantford,3529006.0,35.0,43.15692506,-80.25558282,2
3584,Fox Run Retirement Home Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,5475,trafalgar road,N0B 1T0,Erin,ON,,Erin,3523017.0,35.0,43.75346767,-80.08819742,2
3585,Fox Run Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,104,thousand islands parkway,K7G 2V4,Gananoque,ON,,Leeds and the Thousand Islands,3507021.0,35.0,44.33732175,-76.12701389,2
3586,FOYER DES PIONNIERS,long-term care home,Nursing and residential care facilities,Province of Ontario,67,15 street,P0L 1N0,Hearst,ON,,Hearst,3556076.0,35.0,49.684844700000006,-83.67961927,2
3587,Foyer Richelieu Welland,long-term care home,Nursing and residential care facilities,Province of Ontario,655,tanguay avenue,L3B 6A1,Welland,ON,,Welland,3526032.0,35.0,42.99062027,-79.22461408,2
3588,Foyer St-Viateur Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,1003,limoges road s,K0A 2M0,Limoges,ON,,The Nation / La Nation,3502025.0,35.0,45.29369315,-75.22846107,2
359,7th Street,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,322,7 street s,V1C 1M7,Cranbrook,BC,322 7 street s cranbrook bc v1c 1m7,Cranbrook,5901022.0,59.0,49.5020649,-115.7749363,1
3590,Franklin Gardens Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,24,franklin road,N8H 4B7,Leamington,ON,,Leamington,3537003.0,35.0,42.03083044,-82.59816325,2
3591,Fraser House Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,71,queen street prince,K0K 2T0,Edward,ON,,Prince Edward County,3513020.0,35.0,44.01223925,-77.14248949,2
3592,Fred Victor Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,444,young street,M5B 2H4,Toronto,ON,,Toronto,3520005.0,35.0,43.66070949,-79.38355728,2
3593,French River Nurse Practitioner-Led Clinic,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,24,delamere road,P0M 1A0,French River,ON,,French River / Rivière des Français,3552001.0,35.0,46.10621734,-80.62617992,2
3594,Friendly Manor Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,9756,lennox and addington,K0K 1X0,Greater Napanee,ON,,Greater Napanee,3511015.0,35.0,44.2012069,-77.0375329,2
3595,Friends & Advocates Peel,mental health and addiction organization,Ambulatory health care services,Province of Ontario,239,queen street e,L6W 2B6,Brampton,ON,,Brampton,3521010.0,35.0,43.69622638,-79.74725059999999,2
3596,Friuli Terrace (Friuli Benevolent Corp / Friuli),community support service,Ambulatory health care services,Province of Ontario,60,friuli court,L4L 8G8,Vaughan,ON,,Vaughan,3519028.0,35.0,43.76625,-79.57303415,2
3597,Frost Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,225,mary street w,K9V 5K3,Kawartha Lakes,ON,,Kawartha Lakes,3516010.0,35.0,44.342364,-78.747889,2
3598,Fudger House,long-term care home,Nursing and residential care facilities,Province of Ontario,439,sherbourne street,M4X 1K6,Toronto,ON,,Toronto,3520005.0,35.0,43.66633069,-79.37402148,2
3599,g & b House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,509,9 avenue e,N4K 3E2,Owen Sound,ON,,Owen Sound,3542059.0,35.0,44.56029767,-80.92589916,2
36,Bow Island Health Centre,general,Hospitals,Public Health Agency of Canada,938,centre st,T0K 0G0,Bow Island,AB,938 centre st. bow island ab t0k 0g0,Bow Island,4801014.0,48.0,49.8655484,-111.3793987,4
360,88th,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,23124,88 ave,V1M 2R4,Langley,BC,23124 88th ave fort langley bc v1m 2r4,Langley,5915001.0,59.0,49.162358700000006,-122.5823423,1
3600,Garden City Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,168,scott street,L2N 1H2,St Catharines,ON,,St. Catharines,3526053.0,35.0,43.18091791,-79.2490312,2
3601,Garden Court Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,1,sand beach road,M8V 2W2,Toronto,ON,,Toronto,3520005.0,35.0,43.60195707,-79.49680752,2
3602,Garden Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,100,aird place,K2L 4H8,Ottawa,ON,,Ottawa,3506008.0,35.0,45.30976033,-75.90097929999999,2
3603,Garden Villa Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,66,main street s,K0C 1H0,Chesterville,ON,,North Dundas,3501030.0,35.0,45.09946782,-75.22728616,2
3604,Gardens of Parry Sound,retirement home,Nursing and residential care facilities,Province of Ontario,12,college drive,P2A 0A9,Parry Sound,ON,,Parry Sound,3549032.0,35.0,45.36233335,-80.03838435,2
3605,Gardenview Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,72,town centre drive,N0A 1S0,Townsend,ON,,Haldimand County,3528018.0,35.0,42.88836551,-80.14081206,2
3606,Garrison Place,retirement home,Nursing and residential care facilities,Province of Ontario,373,garrison road,L2A 1N1,Fort Erie,ON,,Fort Erie,3526003.0,35.0,42.90403357,-78.92909258,2
3607,Garry j. Armstrong Home,long-term care home,Nursing and residential care facilities,Province of Ontario,200,island lodge road,K1N 5M2,Ottawa,ON,,Ottawa,3506008.0,35.0,45.43785466,-75.68321333,2
3608,Gateway Community Health Centre,community health centre,Ambulatory health care services,Province of Ontario,41,mcclellan street,K0K 3J0,Tweed,ON,,Tweed,3512030.0,35.0,44.47448562,-77.31669239,2
3609,Gateway Haven Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,671,frank street,N0H 2T0,Wiarton,ON,,South Bruce Peninsula,3541055.0,35.0,44.74034089,-81.12803284,2
