index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
2343,South Cumberland Community Care Centre,general,Hospitals,Public Health Agency of Canada,50,jenks ave,B0M 1S0,Parrsboro,NS,50 jenks ave. parrsboro ns b0m 1s0,Parrsboro,1211002.0,12.0,45.409197,-64.325971,3
2344,South Shore Regional Hospital,general,Hospitals,Public Health Agency of Canada,90,glen allan dr,B4V 3S6,Bridgewater,NS,90 glen allan dr. bridgewater ns b4v 3s6,Bridgewater,1206004.0,12.0,44.3831672,-64.51059570000001,3
2345,Southview Guest Home Ltd.,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,2027,highway 28,B1N 3H6,Sydney,NS,,Cape Breton,1217030.0,12.0,46.1862368,-60.19756978,3
2348,St. Martha's Regional Hospital,general,Hospitals,Public Health Agency of Canada,25,bay st,B2G 2G5,Antigonish,NS,25 bay st. antigonish ns b2g 2g5,Antigonish,1214002.0,12.0,45.627949,-61.980072,3
2349,St. Mary's Memorial Hospital,general,Hospitals,Public Health Agency of Canada,91,hospital rd,B0J 3C0,Sherbrooke,NS,91 hospital rd. sherbrooke ns b0j 3c0,St. Mary's,1213001.0,12.0,45.147814,-61.981930000000006,3
2351,Sunshine Personal Home Care Inc.,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,38 a,withrod dr,B3N 1B1,Halifax,NS,,Halifax,1209034.0,12.0,44.63301289,-63.62351235,3
2352,Surf Lodge Community Continuing Care Centre,nursing home,Nursing and residential care facilities,Province of Nova Scotia,73,howe street,B0T 1L0,Lockeport,NS,,Lockeport,1201009.0,12.0,43.70157259,-65.11747788,3
2353,Sutherland Harris Memorial Hospital,general,Hospitals,Public Health Agency of Canada,222,haliburton rd,B0K 1H0,Pictou,NS,222 haliburton rd. pictou ns b0k 1h0,Pictou,1212004.0,12.0,45.67663,-62.727086,3
2354,Taigh Na Mara Facility,nursing home,Nursing and residential care facilities,Province of Nova Scotia,974,main street,B1A 4Z8,Glace Bay,NS,,Cape Breton,1217030.0,12.0,46.19945045,-59.9776869,3
2355,Taigh Solas,nursing home,Nursing and residential care facilities,Province of Nova Scotia,520,purves street,B2A 3M4,North Sydney,NS,,Cape Breton,1217030.0,12.0,46.21820836,-60.23555151,3
2356,the Admiral Long Term Care Centre,nursing home,Nursing and residential care facilities,Province of Nova Scotia,6,admiral street,B2X 1W4,Dartmouth,NS,,Halifax,1209034.0,12.0,44.68431853,-63.54545574,3
2357,the Birches,nursing home,Nursing and residential care facilities,Province of Nova Scotia,7704,highway 7,B0J 2L0,Musquodoboit Harbour,NS,,Halifax,1209034.0,12.0,44.78303535,-63.15833345,3
2358,the Cove Guest Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,320,alexandra street,B1S 2G1,Sydney,NS,,Cape Breton,1217030.0,12.0,46.12106735,-60.19770963,3
2359,the East Coast Forensic Hospital,psychiatric,Hospitals,Public Health Agency of Canada,88,gloria mccluskey ave,B3B 2B8,Dartmouth,NS,88 gloria mccluskey ave. dartmouth ns b3b 2b8,Halifax,1209034.0,12.0,44.7213432,-63.59163420000001,3
2361,the Magnolia,nursing home and residential care facility,Nursing and residential care facilities,Province of Nova Scotia,416,highway 2,B2T 1E1,Enfield,NS,,East Hants,1208008.0,12.0,44.95132751,-63.52747659,3
2362,the Meadows - Tidal View Manor,nursing home,Nursing and residential care facilities,Province of Nova Scotia,339,pleasant st,B5A 2K9,Yarmouth,NS,,Yarmouth,1202006.0,12.0,43.85050874,-66.1030679,3
2363,the Mira,nursing home,Nursing and residential care facilities,Province of Nova Scotia,426,young st,B2N 7B1,Truro,NS,,Truro,1210006.0,12.0,45.34816341,-63.27478112,3
2364,the Nova Scotia Hospital,psychiatric,Hospitals,Public Health Agency of Canada,300,pleasant st,B2Y 3Z9,Dartmouth,NS,300 pleasant st. dartmouth ns b2y 3z9,Halifax,1209034.0,12.0,44.6510535,-63.5490045,3
2365,the Sagewood Continuing Care Centre,nursing home and residential care facility,Nursing and residential care facilities,Province of Nova Scotia,345,cobequid road,B4C 4E6,Sackville,NS,,Halifax,1209034.0,12.0,44.76140286,-63.65201397,3
2367,Tideview Terrace,nursing home,Nursing and residential care facilities,Province of Nova Scotia,74,pleasant street,B0V 1A0,Conway,NS,,Digby,1203006.0,12.0,44.60922277,-65.76329329,3
2368,Townsview Estates,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,310,abenaki road,B2N 5Z5,Millbrook 27,NS,,Millbrook 27,1210003.0,12.0,45.33779325,-63.30136407,3
2369,Twin Oaks Memorial Hospital,extended care,Hospitals,Public Health Agency of Canada,7702,hwy 7,B0J 2L0,Musquodoboit Harbour,NS,7702 hwy. 7 musquodoboit harbour ns b0j 2l0,Halifax,1209034.0,12.0,44.783235,-63.158434,3
237,Rimbey Hospital & Care Centre,general,Hospitals,Public Health Agency of Canada,5228,50 ave,T0C 2J0,Rimbey,AB,5228 - 50th ave. rimbey ab t0c 2j0,Rimbey,4808044.0,48.0,52.6396975,-114.2459585,4
2373,Victoria Haven Nursing Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,5,third st,B1A 5V2,Glace Bay,NS,,Cape Breton,1217030.0,12.0,46.21158569,-59.96484069,3
2374,Victoria Manor,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,14,victoria st w,B4H 1B8,Amherst,NS,,Amherst,1211011.0,12.0,45.82972917,-64.21463348,3
2375,Victoria Park Guest Home,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,350,king street,B0N 2T0,Windsor,NS,,Windsor,1208002.0,12.0,44.99277128,-64.13321305,3
2376,Villa Acadienne,nursing home,Nursing and residential care facilities,Province of Nova Scotia,8403,highway 1,B0W 2J0,Meteghan,NS,,Clare,1203001.0,12.0,44.19370413,-66.15414223,3
2377,Villa Saint Joseph-Du-Lac,nursing home,Nursing and residential care facilities,Province of Nova Scotia,255,highway 1,B5A 4A5,Dayton,NS,,Yarmouth,1202004.0,12.0,43.8692446,-66.11164311,3
2380,Wedgewood House for Seniors Limited,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,19,leverett avenue,B4N 2K5,Kentville,NS,,Kentville,1207012.0,12.0,45.07685084,-64.49156123,3
2381,Western Kings Memorial Health Centre,general,Ambulatory health care services,Public Health Agency of Canada,121,orchard st,B0P 1E0,Berwick,NS,121 orchard st. berwick ns b0p 1e0,Berwick,1207004.0,12.0,45.0366969,-64.736579,3
2383,White Hills Long Term Care Centre,nursing home,Nursing and residential care facilities,Province of Nova Scotia,297,pockwock road,B4B 1N5,Hammonds Plains,NS,,Halifax,1209034.0,12.0,44.744604,-63.805761,3
2385,Willows Manor Limited,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,2844,highway 2,B0N 2H0,Shubenacadie,NS,,East Hants,1208008.0,12.0,45.088376,-63.40760294,3
2386,Windsor Elms Village for Continuing Care Society,nursing home,Nursing and residential care facilities,Province of Nova Scotia,174,dyke road,B0N 2T0,Windsor,NS,,West Hants,1208001.0,12.0,44.99494045,-64.17090584,3
2387,Wolfville Elms,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,701,main street,B4P 2N4,Wolfville,NS,,Wolfville,1207024.0,12.0,45.08685070000001,-64.37907249999999,3
2388,Wolfville Nursing Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,601,main street,B4P 1E9,Wolfville,NS,,Wolfville,1207024.0,12.0,45.08978053,-64.37227286,3
2389,Wynn Park Villa,nursing home and residential care facility,Nursing and residential care facilities,Province of Nova Scotia,32,windor way,B2N 0B4,Truro,NS,,Truro,1210006.0,12.0,45.35569122,-63.30189093,3
239,Rocky Mountain House Health Centre,general,Hospitals,Public Health Agency of Canada,5016,52 ave,T4T 1T2,Rocky Mountain House,AB,5016 - 52nd ave. rocky mountain house ab t4t 1t2,Rocky Mountain House,4809015.0,48.0,52.3785683,-114.920205,4
2390,Yarmouth Regional Hospital,general,Hospitals,Public Health Agency of Canada,60,vancouver st,B5A 2P5,Yarmouth,NS,60 vancouver st. yarmouth ns b5a 2p5,Yarmouth,1202006.0,12.0,43.8506469,-66.1217646,3
2391,Fort Simpson Health Centre,Ambulatory health care services,Ambulatory health care services,Northwest Territories,,100 ave,X0E 0N0,Fort Simpson,NT,100 ave fort simpson nt x0e 0n0,Fort Simpson,6104038.0,61.0,61.865045,-121.354432,1
2392,Fort Smith Health Centre,Hospitals,Hospitals,Northwest Territories,41,breynet street,X0E 0P0,Fort Smith,NT,41 breynet street fort smith nt x0e 0p0,Fort Smith,6105001.0,61.0,60.003556,-111.880212,4
2393,h.h. Williams Memorial Hospital,general,Hospitals,Public Health Agency of Canada,3,gaetz dr,X0E 0R8,Hay River,NT,3 gaetz dr. hay river nt x0e 0r8,Hay River,6105016.0,61.0,60.81655,-115.779057,4
2395,Inuvik Regional Hospital,Hospitals,Hospitals,Northwest Territories,285,mackenzie rd,X0E 0T0,Inuvik,NT,285 mackenzie rd inuvik nt x0e 0t0,Inuvik,6101017.0,61.0,68.35299,-133.694525,1
2397,Stanton Territorial Hospital,general,Hospitals,Public Health Agency of Canada,550,byrne rd,X1A 2N1,Yellowknife,NT,550 byrne rd. yellowknife nt x1a 2n1,Yellowknife,6106023.0,61.0,62.447684,-114.4045,4
2398,Cambridge Bay Health Centre (Kitikmeot Regional Health Centre),general,Hospitals,Public Health Agency of Canada,13d,omingmak st,X0E 0C0,Cambridge Bay,NU,13d omingmak st cambridge bay nu x0e 0c0,Cambridge Bay,6208073.0,62.0,69.117411,-105.051707,4
2399,Rankin Inlet Health Centre,general,Hospitals,Public Health Agency of Canada,,,X0C 0G0,Rankin Inlet,NU,bag 008 rankin inlet nu x0c 0g0,Rankin Inlet,6205017.0,62.0,62.815036,-92.086775,0
2400,Qikiqtani General Hospital,Hospitals,Hospitals,Nunavut,516,niaqunngusiariaq,X0C 0G0,Iqaluit,NU,516 niaqunngusiariaq iqaluit nu,Iqaluit,6204003.0,62.0,63.749938,-68.509098,3
2402,147 Elder Street Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,147,elder street,M3H 5G9,Toronto,ON,,Toronto,3520005.0,35.0,43.762894200000005,-79.45410882,2
2403,2 Spirited People of the 1st Nations,community support service,Ambulatory health care services,Province of Ontario,145,front street e,M5A 1E3,Toronto,ON,,Toronto,3520005.0,35.0,43.64982129,-79.36935038,2
2405,RÉSIDENCE ST. FRANÇOIS,retirement home,Nursing and residential care facilities,Province of Ontario,790,rue principale,K0A 1M0,Casselman,ON,,Casselman,3502044.0,35.0,45.31639206,-75.09025213,2
2406,a Better Way Retirement Home Corp.,retirement home,Nursing and residential care facilities,Province of Ontario,22,purpledusk trail,M1E 4C7,Toronto,ON,,Toronto,3520005.0,35.0,43.78366142,-79.20760054,2
2408,Aamjiwnaang First Nation Chippewas of Sarnia,community support service,Ambulatory health care services,Province of Ontario,978,tashmoo avenue,N7T 7H5,Sarnia,ON,,Sarnia 45,3538025.0,35.0,42.93600731,-82.41599187,2
241,Rockyview General Hospital,general,Hospitals,Public Health Agency of Canada,7007,14 st sw,T2V 1P9,Calgary,AB,7007 - 14th st. s.w. calgary ab t2v 1p9,Calgary,4806016.0,48.0,50.989822100000005,-114.096632,4
2410,Abbeylawn Manor Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,534,rodd avenue,L1W 2B2,Pickering,ON,,Pickering,3518001.0,35.0,43.79773372,-79.11423721,2
2411,Aberdeen Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,330,dundurn street s,L8P 4L6,Hamilton,ON,,Hamilton,3525005.0,35.0,43.25164109,-79.89294681,2
2412,Aberdeen Health & Community Services,community support service,Ambulatory health care services,Province of Ontario,446,grey street,N3S 7L6,Brantford,ON,,Brantford,3529006.0,35.0,43.14755536,-80.23320331,2
2413,Abi Possibilities,community support service,Ambulatory health care services,Province of Ontario,208,evans avenue,M8Z 1J7,Toronto,ON,,Toronto,3520005.0,35.0,43.61822987,-79.51489762,2
2414,Abington Court,retirement home,Nursing and residential care facilities,Province of Ontario,1500,main street e,L8K 1E1,Hamilton,ON,,Hamilton,3525005.0,35.0,43.23895509,-79.80581978,2
2415,Ableliving Services Inc.,community support service,Nursing and residential care facilities,Province of Ontario,125,redfern avenue,L9C 7W9,Hamilton,ON,,Hamilton,3525005.0,35.0,43.24048479,-79.92012482,2
2416,Aboriginal Community Based Non-Residential Mental Health Services (Css),community support service,Ambulatory health care services,Province of Ontario,161,applegrove street,P3C 1N2,Sudbury,ON,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.49171358,-81.00200379,2
2417,Aboriginal Peoples' Alliance of Northern Ontario (Apano),community support service,Ambulatory health care services,Province of Ontario,173,railway street,P0L 1C0,Cochrane,ON,,Cochrane,3556042.0,35.0,49.06100267,-81.02470509999999,2
2418,Access Alliance Multicultural Health and Community Services,community health centre,Ambulatory health care services,Province of Ontario,340,college street,M5T 3A9,Toronto,ON,,Toronto,3520005.0,35.0,43.65757158,-79.40343899,2
2419,Access Better Living Inc.,community support service,Nursing and residential care facilities,Province of Ontario,733,ross avenue e,P4N 8S8,Timmins,ON,,Timmins,3556027.0,35.0,48.48601227,-81.31161512,2
2420,Access Independent Living Services,community support service,Nursing and residential care facilities,Province of Ontario,50,ashwarren road,M3J 1Z5,Toronto,ON,,Toronto,3520005.0,35.0,43.7584873,-79.48115742,2
2421,Acclaim Health,community support service,Ambulatory health care services,Province of Ontario,2370,speers road,L6L 5M2,Oakville,ON,,Oakville,3524001.0,35.0,43.40795623,-79.72589097,2
2423,Across Boundaries: an Ethnocultural Mental Health Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,1,york gate boulevard,M3N 3A1,Toronto,ON,,Toronto,3520005.0,35.0,43.7589948,-79.51880674,2
2425,Activity Haven Senior Centre (Peterborough) Inc.,senior active living centre,Nursing and residential care facilities,Province of Ontario,180,barnardo avenue,K9H 5X1,Peterborough,ON,,Peterborough,3515014.0,35.0,44.31951895,-78.32075490000001,2
2426,Adair Place,retirement home,Nursing and residential care facilities,Province of Ontario,462,adair road,K0K 3G0,Tamworth,ON,,Stone Mills,3511030.0,35.0,44.47618644,-76.98939748,2
2427,Addiction & Mental Health Services - Kingston Frontenac Lennox & Addington (Amhs - Kfla),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,107,wellington street,K7L 3C6,Kingston,ON,,Kingston,3510010.0,35.0,44.22905481,-76.48406659999999,2
2428,Addiction Services for York Region,mental health and addiction organization,Ambulatory health care services,Province of Ontario,4261,highway 7,L3R 9W6,Markham,ON,,Markham,3519036.0,35.0,43.85908432,-79.31460658,2
2429,Addiction Services of Thames Valley (Adstv),mental health and addiction organization,Ambulatory health care services,Province of Ontario,10,mondamin street,N5P 2V1,Saint Thomas,ON,,St. Thomas,3534021.0,35.0,42.77959605,-81.19344148,2
243,Royal Alexandra Hospital,general,Hospitals,Public Health Agency of Canada,10240,kingsway ave,T5H 3V9,Edmonton,AB,10240 kingsway ave. edmonton ab t5h 3v9,Edmonton,4811061.0,48.0,53.5573875,-113.497772,4
2430,Addictions and Mental Health Services - Hastings Prince Edward,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,52,st lawrence street e,K0K 2K0,Madoc,ON,,Centre Hastings,3512026.0,35.0,44.50567572,-77.47198554,2
2431,Adelaide Place Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,84,adelaide street s,K9V 0G6,Kawartha Lakes,ON,,Kawartha Lakes,3516010.0,35.0,44.34636004,-78.74439154,2
2432,Adeline's Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,379,lake promenade,M8W 1C1,Toronto,ON,,Toronto,3520005.0,35.0,43.58781597,-79.53873663,2
2433,Adult Recreation Therapy Centre,community support service,Ambulatory health care services,Province of Ontario,58,easton road,N3P 1J5,Brantford,ON,,Brantford,3529006.0,35.0,43.17723146,-80.24016811,2
2434,Advent Forestview Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,537,finch avenue w,M2R 0A8,Toronto,ON,,Toronto,3520005.0,35.0,43.7703728,-79.44469031,2
2435,Afton Park Place Long Term Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,1200,afton drive,N7S 6L6,Sarnia,ON,,Sarnia,3538030.0,35.0,42.97632532,-82.36144406,2
2436,AIDE AUX SENIORS DE SUDBURY EST/SUDBURY EAST SENIORS SUPPORT INC.,community support service,Nursing and residential care facilities,Province of Ontario,44,st christophe street,P0M 2N0,Noã«Lville,ON,,French River / Rivière des Français,3552001.0,35.0,46.136083,-80.425449,2
2437,Akausivik Inuit Family Health Team (Formerly Tungasuvvingat Inuit),family health team - contract,Ambulatory health care services,Province of Ontario,24,selkirk street,K1L 0A4,Ottawa,ON,,Ottawa,3506008.0,35.0,45.43172166,-75.66769193,2
2438,Albany Retirement Village,retirement home,Nursing and residential care facilities,Province of Ontario,423,albany street,N0N 1R0,Petrolia,ON,,Petrolia,3538019.0,35.0,42.88016952,-82.14880159,2
2439,Albright Gardens,long-term care home,Nursing and residential care facilities,Province of Ontario,5050,hillside drive,L0R 1B2,Lincoln,ON,,Lincoln,3526057.0,35.0,43.15187669,-79.47659767,2
2441,Alexander Muir Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,197,prospect street,L3Y 3T7,Newmarket,ON,,Newmarket,3519048.0,35.0,44.05368825,-79.45268034,2
2442,Alexander Place,long-term care home,Nursing and residential care facilities,Province of Ontario,329,parkside drive,L0R 2H0,Hamilton,ON,,Hamilton,3525005.0,35.0,43.34234541,-79.90081952,2
2443,Alexandra Hospital,general,Hospitals,Public Health Agency of Canada,29,noxon st,N5C 3V6,Ingersoll,ON,29 noxon st. ingersoll on n5c 3v6,Ingersoll,3532018.0,35.0,43.032068,-80.87545899999999,2
2444,Alexandra Marine and General Hospital,hospital - corporation,Hospitals,Province of Ontario,120,napier street,N7A 1W5,Goderich,ON,,Goderich,3540028.0,35.0,43.75029339,-81.70601993,2
